Gillette,Rs. 899,"3.9
|
415",Proglide 4-in-1 Styler,Rs. 999,Rs. 899,(10% OFF),Personal Care,https://www.myntra.com/trimmer/gillette/gillette-fusion-proglide-4-in-1-styler-for-shaving-beard-edging--body-hair-trimming/11433278/buy
DOT & KEY,Rs. 199,"4.2
|
3k",Gloss Boss Lip Balm - 12 g,Rs. 249,Rs. 199,(20% OFF),Personal Care,https://www.myntra.com/lip-balm/dot+%26+key/dot--key-gloss-boss-vitamin-ce-tinted-lip-balm-with-spf-30-12-g---strawberry-crush/19620542/buy
O3,Rs. 788,"4.4
|
968",Radiant Bridal Facial Kit,Rs. 830,Rs. 788,(5% OFF),Personal Care,https://www.myntra.com/facial-kit/o3/o3-professional-radiant--glowing-skin-bridal-facial-kit/16834974/buy
Minimalist,Rs. 379,"4.5
|
292",Nonapeptide+AHA Roll On - 40ml,Rs. 399,Rs. 379,(5% OFF),Personal Care,https://www.myntra.com/roll-ons/minimalist/minimalist-nonapeptideaha-bha-06-underarm-roll-on-with-mandelic-acid---40-ml/24298176/buy
VILLAIN,Rs. 499,"4.2
|
1.2k",Rebel Set Of 4 Eau De Parfum,Rs. 999,Rs. 499,(Rs. 500 OFF),Personal Care,https://www.myntra.com/perfume/villain/villain-rebel-men-set-of-4-oud-snake--hydra-eau-de-parfum-20ml-each/20842944/buy
Biotique,Rs. 150,"4.4
|
8.6k",Vit-C Brightening Moisturizer,Rs. 250,Rs. 150,(40% OFF),Personal Care,https://www.myntra.com/day-cream/biotique/biotique-vitamin-c-correcting-and-brightening-treatment-face-moisturizer-50-g/12679484/buy
Kesh King,Rs. 183,"4.4
|
481",Aloe Anti-Hairfall Shampoo,Rs. 300,Rs. 183,(39% OFF),Personal Care,https://www.myntra.com/shampoo/kesh+king/kesh-king-scalp--hair-medicine-aloe-vera-anti-hairfall-shampoo---340-ml/17579088/buy
Lakme,Rs. 479,"4.9
|
7",Foundation & Powder Brush,Rs. 799,Rs. 479,(40% OFF),Personal Care,https://www.myntra.com/face-brush/lakme/lakme-absolute-dual-ended-foundation--powder-brush---black--gold-toned/24823510/buy
Ponds,Rs. 104,"4.3
|
7.4k",BB+ Cream 18 g - Natural,Rs. 160,Rs. 104,(35% OFF),Personal Care,https://www.myntra.com/bb-and-cc-cream/ponds/ponds-spf-30-pa-instant-spot-coverage-bb-cream-with-vitamin-e--b3-18-g---natural/14470518/buy
Lakme,Rs. 112,"4.4
|
3.3k",Lip Love Chapstick - Cherry,Rs. 160,Rs. 112,(30% OFF),Personal Care,https://www.myntra.com/lip-balm/lakme/lakme-lip-love-chapstick-spf-15---cherry/9352375/buy
